HPSA Discipline Class,HPSA Geography Identification Number,HPSA Component Type Description,HPSA Name,HPSA ID,County Equivalent Name,Designation Type,HPSA Population Type,HPSA Status,HPSA Score
Primary Care,6037651101,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14
Primary Care,6037670001,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14
Primary Care,6037670002,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14
Primary Care,6037670003,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14
Primary Care,6037980005,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14
Primary Care,6037980015,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14
Primary Care,6037573002,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037573003,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037573004,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037573202,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037573300,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037573402,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037575101,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037575102,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037575201,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037575202,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037575300,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037575401,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037575402,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037575801,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037575802,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037575803,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037575901,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037575902,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037576401,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037576402,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037576403,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037576501,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037576502,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037576503,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037576901,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037228310,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037228320,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037228500,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037228600,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037229200,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037229300,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037229410,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037229420,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037231900,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037232110,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037232120,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037232400,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037232500,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037232600,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037232700,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037232800,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037237101,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037237102,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037237201,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037237300,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037237401,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037237402,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037237500,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037237800,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037238200,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037239201,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037239202,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037239310,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037239320,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037239330,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17
Primary Care,6037294110,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037294120,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037294200,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037294301,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037294302,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037294410,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037294510,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037294520,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037294610,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037294620,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037294701,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037294810,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037294820,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037294830,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037294900,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037295103,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037296210,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037296220,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037296500,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037296600,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037296901,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037296902,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037297110,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037297120,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037297201,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037572700,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037572800,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037572900,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037575500,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037980014,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037980031,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037980033,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18
Primary Care,6037500402,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037500403,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037500404,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037500500,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037500600,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037500700,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037500800,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037500900,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037501001,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037501002,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037501200,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037502200,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037502301,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037502401,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037502402,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037502500,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037502601,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037502602,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037530101,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037530102,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037910001,Census Tract,MSSA 77.3/Juniper Hills,1069007314,Los Angeles,Geographic HPSA,Geographic Population,Designated,15
Primary Care,6037910002,Census Tract,MSSA 77.3/Juniper Hills,1069007314,Los Angeles,Geographic HPSA,Geographic Population,Designated,15
Primary Care,6037911001,Census Tract,MSSA 77.3/Juniper Hills,1069007314,Los Angeles,Geographic HPSA,Geographic Population,Designated,15
Primary Care,6037404703,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037406901,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037406902,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037407001,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037407002,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037407101,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037407102,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037407200,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037407301,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037407302,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037407501,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037407502,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037407601,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037407602,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037407701,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037407702,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037407801,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037407802,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037408202,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037408211,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037408301,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037408302,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037408303,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037433700,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037433802,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037434003,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037434004,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9
Primary Care,6037104401,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037104403,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037104404,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037104500,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037104821,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037104822,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037106648,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037106649,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037109400,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037109500,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037117510,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037117520,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037119001,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037119002,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037119201,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037119202,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037119340,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037119341,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037119342,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037119400,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037119800,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037119900,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037120103,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037120104,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037120105,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037120106,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037120107,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037120108,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037320201,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037320202,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037320300,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6039000102,Census Tract,MSSA 79.1-Oakhurst- Yosemite Lakes,1064361419,Madera,Geographic HPSA,Geographic Population,Designated,11
Primary Care,6039000103,Census Tract,MSSA 79.1-Oakhurst- Yosemite Lakes,1064361419,Madera,Geographic HPSA,Geographic Population,Designated,11
Primary Care,6039000104,Census Tract,MSSA 79.1-Oakhurst- Yosemite Lakes,1064361419,Madera,Geographic HPSA,Geographic Population,Designated,11
Primary Care,6039000106,Census Tract,MSSA 79.1-Oakhurst- Yosemite Lakes,1064361419,Madera,Geographic HPSA,Geographic Population,Designated,11
Primary Care,6039000108,Census Tract,MSSA 79.1-Oakhurst- Yosemite Lakes,1064361419,Madera,Geographic HPSA,Geographic Population,Designated,11
Primary Care,6039000109,Census Tract,MSSA 79.1-Oakhurst- Yosemite Lakes,1064361419,Madera,Geographic HPSA,Geographic Population,Designated,11
Primary Care,6039000201,Census Tract,MSSA 79.2/Chowchilla,1065776270,Madera,High Needs Geographic HPSA,Geographic Population,Designated,17
